word,source
compensate,26考研英语一考试大纲-65-R-12-compensate
compete,26考研英语一考试大纲-65-R-13-compete
competent,26考研英语一考试大纲-65-R-14-competent
competition,26考研英语一考试大纲-65-R-15-competition
competitive,26考研英语一考试大纲-65-R-16-competitive
compile,26考研英语一考试大纲-65-R-17-compile
complain,26考研英语一考试大纲-65-R-18-complain
complaint,26考研英语一考试大纲-65-R-19-complaint
complement,26考研英语一考试大纲-65-R-20-complement
complete,26考研英语一考试大纲-65-R-21-complete
complex,26考研英语一考试大纲-65-R-22-complex
complicate,26考研英语一考试大纲-65-R-23-complicate
complicated,26考研英语一考试大纲-66-L-1-complicated
compliment,26考研英语一考试大纲-66-L-2-compliment
comply,26考研英语一考试大纲-66-L-3-comply
component,26考研英语一考试大纲-66-L-4-component
compose,26考研英语一考试大纲-66-L-5-compose
composite,26考研英语一考试大纲-66-L-6-composite
composition,26考研英语一考试大纲-66-L-7-composition
compound,26考研英语一考试大纲-66-L-8-compound
comprehend,26考研英语一考试大纲-66-L-9-comprehend
comprehension,26考研英语一考试大纲-66-L-10-comprehension
comprehensive,26考研英语一考试大纲-66-L-11-comprehensive
compress,26考研英语一考试大纲-66-L-12-compress
comprise,26考研英语一考试大纲-66-L-13-comprise
compromise,26考研英语一考试大纲-66-L-14-compromise
compulsory,26考研英语一考试大纲-66-L-15-compulsory
compute,26考研英语一考试大纲-66-L-16-compute
computer,26考研英语一考试大纲-66-L-17-computer
comrade,26考研英语一考试大纲-66-L-18-comrade
conceal,26考研英语一考试大纲-66-L-19-conceal
concede,26考研英语一考试大纲-66-L-20-concede
conceive,26考研英语一考试大纲-66-L-21-conceive
concentrate,26考研英语一考试大纲-66-L-22-concentrate
concept,26考研英语一考试大纲-66-L-23-concept
conception,26考研英语一考试大纲-66-R-1-conception
concern,26考研英语一考试大纲-66-R-2-concern
concert,26考研英语一考试大纲-66-R-3-concert
concession,26考研英语一考试大纲-66-R-4-concession
concise,26考研英语一考试大纲-66-R-5-concise
conclude,26考研英语一考试大纲-66-R-6-conclude
conclusion,26考研英语一考试大纲-66-R-7-conclusion
concrete,26考研英语一考试大纲-66-R-8-concrete
concurrent,26考研英语一考试大纲-66-R-9-concurrent
condemn,26考研英语一考试大纲-66-R-10-condemn
condense,26考研英语一考试大纲-66-R-11-condense
condition,26考研英语一考试大纲-66-R-12-condition
conduct,26考研英语一考试大纲-66-R-13-conduct
conductor,26考研英语一考试大纲-66-R-14-conductor
confer,26考研英语一考试大纲-66-R-15-confer
conference,26考研英语一考试大纲-66-R-16-conference
confess,26考研英语一考试大纲-66-R-17-confess
confidence,26考研英语一考试大纲-66-R-18-confidence
confident,26考研英语一考试大纲-66-R-19-confident
confidential,26考研英语一考试大纲-66-R-20-confidential
configuration,26考研英语一考试大纲-66-R-21-configuration
confine,26考研英语一考试大纲-66-R-22-confine
confirm,26考研英语一考试大纲-66-R-23-confirm
conflict,26考研英语一考试大纲-67-L-1-conflict
conform,26考研英语一考试大纲-67-L-2-conform
confront,26考研英语一考试大纲-67-L-3-confront
confuse,26考研英语一考试大纲-67-L-4-confuse
confusion,26考研英语一考试大纲-67-L-5-confusion
congratulate,26考研英语一考试大纲-67-L-6-congratulate
congratulation,26考研英语一考试大纲-67-L-7-congratulation
congress,26考研英语一考试大纲-67-L-8-congress
conjunction,26考研英语一考试大纲-67-L-9-conjunction
connect,26考研英语一考试大纲-67-L-10-connect
connection,26考研英语一考试大纲-67-L-11-connection / -xion
conquer,26考研英语一考试大纲-67-L-12-conquer
conquest,26考研英语一考试大纲-67-L-13-conquest
conscience,26考研英语一考试大纲-67-L-14-conscience
conscientious,26考研英语一考试大纲-67-L-15-conscientious
conscious,26考研英语一考试大纲-67-L-16-conscious
consecutive,26考研英语一考试大纲-67-L-17-consecutive
consensus,26考研英语一考试大纲-67-L-18-consensus
consent,26考研英语一考试大纲-67-L-19-consent
consequence,26考研英语一考试大纲-67-L-20-consequence
consequently,26考研英语一考试大纲-67-L-21-consequently
conservation,26考研英语一考试大纲-67-L-22-conservation
conservative,26考研英语一考试大纲-67-L-23-conservative
consider,26考研英语一考试大纲-67-R-1-consider
considerable,26考研英语一考试大纲-67-R-2-considerable
considerate,26考研英语一考试大纲-67-R-3-considerate
consist,26考研英语一考试大纲-67-R-4-consist
consistent,26考研英语一考试大纲-67-R-5-consistent
console,26考研英语一考试大纲-67-R-6-console
consolidate,26考研英语一考试大纲-67-R-7-consolidate
conspicuous,26考研英语一考试大纲-67-R-8-conspicuous
conspiracy,26考研英语一考试大纲-67-R-9-conspiracy
constant,26考研英语一考试大纲-67-R-10-constant
constituent,26考研英语一考试大纲-67-R-11-constituent
constitute,26考研英语一考试大纲-67-R-12-constitute
constitution,26考研英语一考试大纲-67-R-13-constitution
constrain,26考研英语一考试大纲-67-R-14-constrain
construct,26考研英语一考试大纲-67-R-15-construct
consult,26考研英语一考试大纲-67-R-16-consult
consultant,26考研英语一考试大纲-67-R-17-consultant
consume,26考研英语一考试大纲-67-R-18-consume
consumption,26考研英语一考试大纲-67-R-19-consumption
contact,26考研英语一考试大纲-67-R-20-contact
contagious,26考研英语一考试大纲-67-R-21-contagious
contain,26考研英语一考试大纲-67-R-22-contain
contaminate,26考研英语一考试大纲-67-R-23-contaminate
contemplate,26考研英语一考试大纲-68-L-1-contemplate
contemporary,26考研英语一考试大纲-68-L-2-contemporary
contempt,26考研英语一考试大纲-68-L-3-contempt
contend,26考研英语一考试大纲-68-L-4-contend
content,26考研英语一考试大纲-68-L-5-content
contest,26考研英语一考试大纲-68-L-6-contest
context,26考研英语一考试大纲-68-L-7-context
continent,26考研英语一考试大纲-68-L-8-continent
contingent,26考研英语一考试大纲-68-L-9-contingent
continual,26考研英语一考试大纲-68-L-10-continual
continue,26考研英语一考试大纲-68-L-11-continue
continuous,26考研英语一考试大纲-68-L-12-continuous
contract,26考研英语一考试大纲-68-L-13-contract
contradict,26考研英语一考试大纲-68-L-14-contradict
contrary,26考研英语一考试大纲-68-L-15-contrary
contrast,26考研英语一考试大纲-68-L-16-contrast
contribute,26考研英语一考试大纲-68-L-17-contribute
contribution,26考研英语一考试大纲-68-L-18-contribution
contrive,26考研英语一考试大纲-68-L-19-contrive
control,26考研英语一考试大纲-68-L-20-control
controversial,26考研英语一考试大纲-68-L-21-controversial
controversy,26考研英语一考试大纲-68-L-22-controversy
convene,26考研英语一考试大纲-68-L-23-convene
convenience,26考研英语一考试大纲-68-R-1-convenience
convenient,26考研英语一考试大纲-68-R-2-convenient
convention,26考研英语一考试大纲-68-R-3-convention
converge,26考研英语一考试大纲-68-R-4-converge
conversation,26考研英语一考试大纲-68-R-5-conversation
conversely,26考研英语一考试大纲-68-R-6-conversely
conversion,26考研英语一考试大纲-68-R-7-conversion
convert,26考研英语一考试大纲-68-R-8-convert
convey,26考研英语一考试大纲-68-R-9-convey
convict,26考研英语一考试大纲-68-R-10-convict
conviction,26考研英语一考试大纲-68-R-11-conviction
convince,26考研英语一考试大纲-68-R-12-convince
cook,26考研英语一考试大纲-68-R-13-cook
cool,26考研英语一考试大纲-68-R-14-cool
cooperate,26考研英语一考试大纲-68-R-15-cooperate
cooperative,26考研英语一考试大纲-68-R-16-cooperative
coordinate,26考研英语一考试大纲-68-R-17-coordinate
cop,26考研英语一考试大纲-68-R-18-cop
cope,26考研英语一考试大纲-68-R-19-cope
copper,26考研英语一考试大纲-68-R-20-copper
copy,26考研英语一考试大纲-68-R-21-copy
copyright,26考研英语一考试大纲-68-R-22-copyright
cord,26考研英语一考试大纲-68-R-23-cord
cordial,26考研英语一考试大纲-69-L-1-cordial
core,26考研英语一考试大纲-69-L-2-core
corn,26考研英语一考试大纲-69-L-3-corn
corner,26考研英语一考试大纲-69-L-4-corner
coronavirus,26考研英语一考试大纲-69-L-5-coronavirus
corporate,26考研英语一考试大纲-69-L-6-corporate
corporation,26考研英语一考试大纲-69-L-7-corporation
correct,26考研英语一考试大纲-69-L-8-correct
correlate,26考研英语一考试大纲-69-L-9-correlate
correspond,26考研英语一考试大纲-69-L-10-correspond
correspondence,26考研英语一考试大纲-69-L-11-correspondence
correspondent,26考研英语一考试大纲-69-L-12-correspondent
corridor,26考研英语一考试大纲-69-L-13-corridor
corrode,26考研英语一考试大纲-69-L-14-corrode
corrupt,26考研英语一考试大纲-69-L-15-corrupt
cosmic,26考研英语一考试大纲-69-L-16-cosmic
cost,26考研英语一考试大纲-69-L-17-cost
costly,26考研英语一考试大纲-69-L-18-costly
costume,26考研英语一考试大纲-69-L-19-costume
cosy,26考研英语一考试大纲-69-L-20-cosy / -zy
cottage,26考研英语一考试大纲-69-L-21-cottage
cotton,26考研英语一考试大纲-69-L-22-cotton
couch,26考研英语一考试大纲-69-L-23-couch
cough,26考研英语一考试大纲-69-R-1-cough
could,26考研英语一考试大纲-69-R-2-could
council,26考研英语一考试大纲-69-R-3-council
counsel,26考研英语一考试大纲-69-R-4-counsel
count,26考研英语一考试大纲-69-R-5-count
counter,26考研英语一考试大纲-69-R-6-counter
counterpart,26考研英语一考试大纲-69-R-7-counterpart
country,26考研英语一考试大纲-69-R-8-country
countryside,26考研英语一考试大纲-69-R-9-countryside
county,26考研英语一考试大纲-69-R-10-county
couple,26考研英语一考试大纲-69-R-11-couple
coupon,26考研英语一考试大纲-69-R-12-coupon
courage,26考研英语一考试大纲-69-R-13-courage
course,26考研英语一考试大纲-69-R-14-course
court,26考研英语一考试大纲-69-R-15-court
courtesy,26考研英语一考试大纲-69-R-16-courtesy
courtyard,26考研英语一考试大纲-69-R-17-courtyard
cousin,26考研英语一考试大纲-69-R-18-cousin
cover,26考研英语一考试大纲-69-R-19-cover
COW,26考研英语一考试大纲-69-R-20-COW
coward,26考研英语一考试大纲-69-R-21-coward
crab,26考研英语一考试大纲-69-R-22-crab
crack,26考研英语一考试大纲-69-R-23-crack
cradle,26考研英语一考试大纲-70-L-1-cradle
craft,26考研英语一考试大纲-70-L-2-craft
crane,26考研英语一考试大纲-70-L-3-crane
crash,26考研英语一考试大纲-70-L-4-crash
crawl,26考研英语一考试大纲-70-L-5-crawl
crazy,26考研英语一考试大纲-70-L-6-crazy
cream,26考研英语一考试大纲-70-L-7-cream
create,26考研英语一考试大纲-70-L-8-create
creative,26考研英语一考试大纲-70-L-9-creative
creature,26考研英语一考试大纲-70-L-10-creature
credential,26考研英语一考试大纲-70-L-11-credential
credit,26考研英语一考试大纲-70-L-12-credit
creep,26考研英语一考试大纲-70-L-13-creep
crew,26考研英语一考试大纲-70-L-14-crew
cricket,26考研英语一考试大纲-70-L-15-cricket
crime,26考研英语一考试大纲-70-L-16-crime
criminal,26考研英语一考试大纲-70-L-17-criminal
cripple,26考研英语一考试大纲-70-L-18-cripple
crisis,26考研英语一考试大纲-70-L-19-crisis
crisp,26考研英语一考试大纲-70-L-20-crisp
criterion,26考研英语一考试大纲-70-L-21-criterion
critic,26考研英语一考试大纲-70-L-22-critic
critical,26考研英语一考试大纲-70-L-23-critical
criticise,26考研英语一考试大纲-70-R-1-criticise / -ize
criticism,26考研英语一考试大纲-70-R-2-criticism
crop,26考研英语一考试大纲-70-R-3-crop
cross,26考研英语一考试大纲-70-R-4-cross
croW,26考研英语一考试大纲-70-R-5-croW
crowd,26考研英语一考试大纲-70-R-6-crowd
crown,26考研英语一考试大纲-70-R-7-crown
crucial,26考研英语一考试大纲-70-R-8-crucial
crude,26考研英语一考试大纲-70-R-9-crude
cruel,26考研英语一考试大纲-70-R-10-cruel
cruise,26考研英语一考试大纲-70-R-11-cruise
crush,26考研英语一考试大纲-70-R-12-crush
crust,26考研英语一考试大纲-70-R-13-crust
cry,26考研英语一考试大纲-70-R-14-cry
crystal,26考研英语一考试大纲-70-R-15-crystal
cube,26考研英语一考试大纲-70-R-16-cube
cucumber,26考研英语一考试大纲-70-R-17-cucumber
cue,26考研英语一考试大纲-70-R-18-cue
culminate,26考研英语一考试大纲-70-R-19-culminate
culprit,26考研英语一考试大纲-70-R-20-culprit
cultivate,26考研英语一考试大纲-70-R-21-cultivate
culture,26考研英语一考试大纲-70-R-22-culture
cumulative,26考研英语一考试大纲-70-R-23-cumulative
cunning,26考研英语一考试大纲-71-L-1-cunning
cup,26考研英语一考试大纲-71-L-2-cup
cupboard,26考研英语一考试大纲-71-L-3-cupboard
curb,26考研英语一考试大纲-71-L-4-curb
cure,26考研英语一考试大纲-71-L-5-cure
curiosity,26考研英语一考试大纲-71-L-6-curiosity
curious,26考研英语一考试大纲-71-L-7-curious
curl,26考研英语一考试大纲-71-L-8-curl
currency,26考研英语一考试大纲-71-L-9-currency
current,26考研英语一考试大纲-71-L-10-current
curriculum,26考研英语一考试大纲-71-L-11-curriculum
curse,26考研英语一考试大纲-71-L-12-curse
curtain,26考研英语一考试大纲-71-L-13-curtain
curve,26考研英语一考试大纲-71-L-14-curve
cushion,26考研英语一考试大纲-71-L-15-cushion
custody,26考研英语一考试大纲-71-L-16-custody
custom,26考研英语一考试大纲-71-L-17-custom
customer,26考研英语一考试大纲-71-L-18-customer
cut,26考研英语一考试大纲-71-L-19-cut
cyberspace,26考研英语一考试大纲-71-L-20-cyberspace
cycle,26考研英语一考试大纲-71-L-21-cycle
cylinder,26考研英语一考试大纲-71-L-22-cylinder
daily,26考研英语一考试大纲-71-L-23-daily
dairy,26考研英语一考试大纲-71-R-1-dairy
dam,26考研英语一考试大纲-71-R-2-dam
damage,26考研英语一考试大纲-71-R-3-damage
damn,26考研英语一考试大纲-71-R-4-damn
damp,26考研英语一考试大纲-71-R-5-damp
dance,26考研英语一考试大纲-71-R-6-dance
danger,26考研英语一考试大纲-71-R-7-danger
dangerous,26考研英语一考试大纲-71-R-8-dangerous
dare,26考研英语一考试大纲-71-R-9-dare
dark,26考研英语一考试大纲-71-R-10-dark
darling,26考研英语一考试大纲-71-R-11-darling
dash,26考研英语一考试大纲-71-R-12-dash
data,26考研英语一考试大纲-71-R-13-data
database,26考研英语一考试大纲-71-R-14-database
date,26考研英语一考试大纲-71-R-15-date
daughter,26考研英语一考试大纲-71-R-16-daughter
daunting,26考研英语一考试大纲-71-R-17-daunting
dawn,26考研英语一考试大纲-71-R-18-dawn
day,26考研英语一考试大纲-71-R-19-day
daylight,26考研英语一考试大纲-71-R-20-daylight
dazzle,26考研英语一考试大纲-71-R-21-dazzle
dead,26考研英语一考试大纲-71-R-22-dead
deadline,26考研英语一考试大纲-71-R-23-deadline
deadly,26考研英语一考试大纲-72-L-1-deadly
deaf,26考研英语一考试大纲-72-L-2-deaf
deal,26考研英语一考试大纲-72-L-3-deal
dealer,26考研英语一考试大纲-72-L-4-dealer
dean,26考研英语一考试大纲-72-L-5-dean
dear,26考研英语一考试大纲-72-L-6-dear
death,26考研英语一考试大纲-72-L-7-death
debate,26考研英语一考试大纲-72-L-8-debate
debt,26考研英语一考试大纲-72-L-9-debt
debut,26考研英语一考试大纲-72-L-10-debut
decade,26考研英语一考试大纲-72-L-11-decade
decay,26考研英语一考试大纲-72-L-12-decay
deceit,26考研英语一考试大纲-72-L-13-deceit
deceive,26考研英语一考试大纲-72-L-14-deceive
December,26考研英语一考试大纲-72-L-15-December
decent,26考研英语一考试大纲-72-L-16-decent
decide,26考研英语一考试大纲-72-L-17-decide
decimal,26考研英语一考试大纲-72-L-18-decimal
decision,26考研英语一考试大纲-72-L-19-decision
decisive,26考研英语一考试大纲-72-L-20-decisive
deck,26考研英语一考试大纲-72-L-21-deck
declaration,26考研英语一考试大纲-72-L-22-declaration
declare,26考研英语一考试大纲-72-L-23-declare
decline,26考研英语一考试大纲-72-R-1-decline
decorate,26考研英语一考试大纲-72-R-2-decorate
decrease,26考研英语一考试大纲-72-R-3-decrease
decree,26考研英语一考试大纲-72-R-4-decree
dedicate,26考研英语一考试大纲-72-R-5-dedicate
deduce,26考研英语一考试大纲-72-R-6-deduce
deduct,26考研英语一考试大纲-72-R-7-deduct
deed,26考研英语一考试大纲-72-R-8-deed
deem,26考研英语一考试大纲-72-R-9-deem
deep,26考研英语一考试大纲-72-R-10-deep
deer,26考研英语一考试大纲-72-R-11-deer
default,26考研英语一考试大纲-72-R-12-default
defeat,26考研英语一考试大纲-72-R-13-defeat
defect,26考研英语一考试大纲-72-R-14-defect
defend,26考研英语一考试大纲-72-R-15-defend
defense,26考研英语一考试大纲-72-R-16-defense / -ce
defer,26考研英语一考试大纲-72-R-17-defer
deficiency,26考研英语一考试大纲-72-R-18-deficiency
deficit,26考研英语一考试大纲-72-R-19-deficit
define,26考研英语一考试大纲-72-R-20-define
definite,26考研英语一考试大纲-72-R-21-definite
definition,26考研英语一考试大纲-72-R-22-definition
defy,26考研英语一考试大纲-72-R-23-defy
degenerate,26考研英语一考试大纲-73-L-1-degenerate
degree,26考研英语一考试大纲-73-L-2-degree
delay,26考研英语一考试大纲-73-L-3-delay
delegate,26考研英语一考试大纲-73-L-4-delegate
delete,26考研英语一考试大纲-73-L-5-delete
deliberate,26考研英语一考试大纲-73-L-6-deliberate
delicate,26考研英语一考试大纲-73-L-7-delicate
delicious,26考研英语一考试大纲-73-L-8-delicious
delight,26考研英语一考试大纲-73-L-9-delight
deliver,26考研英语一考试大纲-73-L-10-deliver
delivery,26考研英语一考试大纲-73-L-11-delivery
demand,26考研英语一考试大纲-73-L-12-demand
democracy,26考研英语一考试大纲-73-L-13-democracy
democratic,26考研英语一考试大纲-73-L-14-democratic
demographic,26考研英语一考试大纲-73-L-15-demographic
demonstrate,26考研英语一考试大纲-73-L-16-demonstrate
denial,26考研英语一考试大纲-73-L-17-denial
denote,26考研英语一考试大纲-73-L-18-denote
denounce,26考研英语一考试大纲-73-L-19-denounce
dense,26考研英语一考试大纲-73-L-20-dense
density,26考研英语一考试大纲-73-L-21-density
dental,26考研英语一考试大纲-73-L-22-dental
dentist,26考研英语一考试大纲-73-L-23-dentist
deny,26考研英语一考试大纲-73-R-1-deny
depart,26考研英语一考试大纲-73-R-2-depart
department,26考研英语一考试大纲-73-R-3-department
departure,26考研英语一考试大纲-73-R-4-departure
depend,26考研英语一考试大纲-73-R-5-depend
dependent,26考研英语一考试大纲-73-R-6-dependent
depict,26考研英语一考试大纲-73-R-7-depict
deplete,26考研英语一考试大纲-73-R-8-deplete
deplore,26考研英语一考试大纲-73-R-9-deplore
deploy,26考研英语一考试大纲-73-R-10-deploy
deposit,26考研英语一考试大纲-73-R-11-deposit
depress,26考研英语一考试大纲-73-R-12-depress
deprive,26考研英语一考试大纲-73-R-13-deprive
depth,26考研英语一考试大纲-73-R-14-depth
deputy,26考研英语一考试大纲-73-R-15-deputy
derive,26考研英语一考试大纲-73-R-16-derive
descend,26考研英语一考试大纲-73-R-17-descend
descendant,26考研英语一考试大纲-73-R-18-descendant
descent,26考研英语一考试大纲-73-R-19-descent
describe,26考研英语一考试大纲-73-R-20-describe
description,26考研英语一考试大纲-73-R-21-description
desert,26考研英语一考试大纲-73-R-22-desert
deserve,26考研英语一考试大纲-73-R-23-deserve
design,26考研英语一考试大纲-74-L-1-design
designate,26考研英语一考试大纲-74-L-2-designate
desirable,26考研英语一考试大纲-74-L-3-desirable
desire,26考研英语一考试大纲-74-L-4-desire
desk,26考研英语一考试大纲-74-L-5-desk
desolate,26考研英语一考试大纲-74-L-6-desolate
despair,26考研英语一考试大纲-74-L-7-despair
despatch,26考研英语一考试大纲-74-L-8-despatch / dispatch
dispatch,26考研英语一考试大纲-74-L-8-despatch / dispatch
desperate,26考研英语一考试大纲-74-L-9-desperate
despise,26考研英语一考试大纲-74-L-10-despise
despite,26考研英语一考试大纲-74-L-11-despite
dessert,26考研英语一考试大纲-74-L-12-dessert
destination,26考研英语一考试大纲-74-L-13-destination
destiny,26考研英语一考试大纲-74-L-14-destiny
destroy,26考研英语一考试大纲-74-L-15-destroy
destruction,26考研英语一考试大纲-74-L-16-destruction
destructive,26考研英语一考试大纲-74-L-17-destructive
detach,26考研英语一考试大纲-74-L-18-detach
detail,26考研英语一考试大纲-74-L-19-detail
detain,26考研英语一考试大纲-74-L-20-detain
detect,26考研英语一考试大纲-74-L-21-detect
detective,26考研英语一考试大纲-74-L-22-detective
detector,26考研英语一考试大纲-74-L-23-detector
deter,26考研英语一考试大纲-74-R-1-deter
deteriorate,26考研英语一考试大纲-74-R-2-deteriorate
determine,26考研英语一考试大纲-74-R-3-determine
develop,26考研英语一考试大纲-74-R-4-develop
deviate,26考研英语一考试大纲-74-R-5-deviate
device,26考研英语一考试大纲-74-R-6-device
devil,26考研英语一考试大纲-74-R-7-devil
devise,26考研英语一考试大纲-74-R-8-devise
devote,26考研英语一考试大纲-74-R-9-devote
dew,26考研英语一考试大纲-74-R-10-dew
diabetes,26考研英语一考试大纲-74-R-11-diabetes
diagnose,26考研英语一考试大纲-74-R-12-diagnose
diagram,26考研英语一考试大纲-74-R-13-diagram
dial,26考研英语一考试大纲-74-R-14-dial
dialect,26考研英语一考试大纲-74-R-15-dialect
dialog,26考研英语一考试大纲-74-R-16-dialog(ue)
dialogue,26考研英语一考试大纲-74-R-16-dialog(ue)
diameter,26考研英语一考试大纲-74-R-17-diameter
diamond,26考研英语一考试大纲-74-R-18-diamond
diary,26考研英语一考试大纲-74-R-19-diary
dictate,26考研英语一考试大纲-74-R-20-dictate
dictation,26考研英语一考试大纲-74-R-21-dictation
dictionary,26考研英语一考试大纲-74-R-22-dictionary
die,26考研英语一考试大纲-74-R-23-die
diet,26考研英语一考试大纲-75-L-1-diet
differ,26考研英语一考试大纲-75-L-2-differ
difference,26考研英语一考试大纲-75-L-3-difference
different,26考研英语一考试大纲-75-L-4-different
differentiate,26考研英语一考试大纲-75-L-5-differentiate
difficult,26考研英语一考试大纲-75-L-6-difficult
difficulty,26考研英语一考试大纲-75-L-7-difficulty
diffuse,26考研英语一考试大纲-75-L-8-diffuse
dig,26考研英语一考试大纲-75-L-9-dig
digest,26考研英语一考试大纲-75-L-10-digest
digital,26考研英语一考试大纲-75-L-11-digital
dignity,26考研英语一考试大纲-75-L-12-dignity
dilemma,26考研英语一考试大纲-75-L-13-dilemma
diligent,26考研英语一考试大纲-75-L-14-diligent
dilute,26考研英语一考试大纲-75-L-15-dilute
dim,26考研英语一考试大纲-75-L-16-dim
dimension,26考研英语一考试大纲-75-L-17-dimension
diminish,26考研英语一考试大纲-75-L-18-diminish
dine,26考研英语一考试大纲-75-L-19-dine
dinner,26考研英语一考试大纲-75-L-20-dinner
dinosaur,26考研英语一考试大纲-75-L-21-dinosaur
dioxide,26考研英语一考试大纲-75-L-22-dioxide
dip,26考研英语一考试大纲-75-L-23-dip
diploma,26考研英语一考试大纲-75-R-1-diploma
diplomatic,26考研英语一考试大纲-75-R-2-diplomatic
direct,26考研英语一考试大纲-75-R-3-direct
direction,26考研英语一考试大纲-75-R-4-direction
directly,26考研英语一考试大纲-75-R-5-directly
director,26考研英语一考试大纲-75-R-6-director
directory,26考研英语一考试大纲-75-R-7-directory
dirt,26考研英语一考试大纲-75-R-8-dirt
dirty,26考研英语一考试大纲-75-R-9-dirty
disable,26考研英语一考试大纲-75-R-10-disable
disappear,26考研英语一考试大纲-75-R-11-disappear
disappoint,26考研英语一考试大纲-75-R-12-disappoint
disaster,26考研英语一考试大纲-75-R-13-disaster
disastrous,26考研英语一考试大纲-75-R-14-disastrous
disc,26考研英语一考试大纲-75-R-15-disc / disk
disk,26考研英语一考试大纲-75-R-15-disc / disk
discard,26考研英语一考试大纲-75-R-16-discard
discern,26考研英语一考试大纲-75-R-17-discern
discharge,26考研英语一考试大纲-75-R-18-discharge
discipline,26考研英语一考试大纲-75-R-19-discipline
disclose,26考研英语一考试大纲-75-R-20-disclose
discount,26考研英语一考试大纲-75-R-21-discount
discourage,26考研英语一考试大纲-75-R-22-discourage
discourse,26考研英语一考试大纲-75-R-23-discourse
discover,26考研英语一考试大纲-76-L-1-discover
discovery,26考研英语一考试大纲-76-L-2-discovery
discreet,26考研英语一考试大纲-76-L-3-discreet
discrepancy,26考研英语一考试大纲-76-L-4-discrepancy
discrete,26考研英语一考试大纲-76-L-5-discrete
discretion,26考研英语一考试大纲-76-L-6-discretion
discriminate,26考研英语一考试大纲-76-L-7-discriminate
discuss,26考研英语一考试大纲-76-L-8-discuss
disease,26考研英语一考试大纲-76-L-9-disease
disguise,26考研英语一考试大纲-76-L-10-disguise
disgust,26考研英语一考试大纲-76-L-11-disgust
dish,26考研英语一考试大纲-76-L-12-dish
dislike,26考研英语一考试大纲-76-L-13-dislike
dismay,26考研英语一考试大纲-76-L-14-dismay
dismiss,26考研英语一考试大纲-76-L-15-dismiss
disorder,26考研英语一考试大纲-76-L-16-disorder
disperse,26考研英语一考试大纲-76-L-17-disperse
displace,26考研英语一考试大纲-76-L-18-displace
display,26考研英语一考试大纲-76-L-19-display
disposal,26考研英语一考试大纲-76-L-20-disposal
dispose,26考研英语一考试大纲-76-L-21-dispose
disposition,26考研英语一考试大纲-76-L-22-disposition
dispute,26考研英语一考试大纲-76-L-23-dispute
disrupt,26考研英语一考试大纲-76-R-1-disrupt
dissipate,26考研英语一考试大纲-76-R-2-dissipate
dissolve,26考研英语一考试大纲-76-R-3-dissolve
distance,26考研英语一考试大纲-76-R-4-distance
distant,26考研英语一考试大纲-76-R-5-distant
distil,26考研英语一考试大纲-76-R-6-distil(l)
distill,26考研英语一考试大纲-76-R-6-distil(l)
distinct,26考研英语一考试大纲-76-R-7-distinct
distinction,26考研英语一考试大纲-76-R-8-distinction
distinguish,26考研英语一考试大纲-76-R-9-distinguish
distort,26考研英语一考试大纲-76-R-10-distort
distract,26考研英语一考试大纲-76-R-11-distract
distress,26考研英语一考试大纲-76-R-12-distress
distribute,26考研英语一考试大纲-76-R-13-distribute
district,26考研英语一考试大纲-76-R-14-district
disturb,26考研英语一考试大纲-76-R-15-disturb
disturbance,26考研英语一考试大纲-76-R-16-disturbance
ditch,26考研英语一考试大纲-76-R-17-ditch
dive,26考研英语一考试大纲-76-R-18-dive
diverse,26考研英语一考试大纲-76-R-19-diverse
diversion,26考研英语一考试大纲-76-R-20-diversion
divert,26考研英语一考试大纲-76-R-21-divert
divide,26考研英语一考试大纲-76-R-22-divide
dividend,26考研英语一考试大纲-76-R-23-dividend
divine,26考研英语一考试大纲-77-L-1-divine
division,26考研英语一考试大纲-77-L-2-division
divorce,26考研英语一考试大纲-77-L-3-divorce
dizzy,26考研英语一考试大纲-77-L-4-dizzy
do,26考研英语一考试大纲-77-L-5-do
dock,26考研英语一考试大纲-77-L-6-dock
doctor,26考研英语一考试大纲-77-L-7-doctor
doctrine,26考研英语一考试大纲-77-L-8-doctrine
document,26考研英语一考试大纲-77-L-9-document
documentary,26考研英语一考试大纲-77-L-10-documentary
dog,26考研英语一考试大纲-77-L-11-dog
doll,26考研英语一考试大纲-77-L-12-doll
dollar,26考研英语一考试大纲-77-L-13-dollar
domain,26考研英语一考试大纲-77-L-14-domain
dome,26考研英语一考试大纲-77-L-15-dome
domestic,26考研英语一考试大纲-77-L-16-domestic
dominant,26考研英语一考试大纲-77-L-17-dominant
dominate,26考研英语一考试大纲-77-L-18-dominate
donate,26考研英语一考试大纲-77-L-19-donate
donkey,26考研英语一考试大纲-77-L-20-donkey
doom,26考研英语一考试大纲-77-L-21-doom
door,26考研英语一考试大纲-77-L-22-door
doorway,26考研英语一考试大纲-77-L-23-doorway
dormitory,26考研英语一考试大纲-77-R-1-dormitory / dorm
dorm,26考研英语一考试大纲-77-R-1-dormitory / dorm
dose,26考研英语一考试大纲-77-R-2-dose
dot,26考研英语一考试大纲-77-R-3-dot
double,26考研英语一考试大纲-77-R-4-double
doubt,26考研英语一考试大纲-77-R-5-doubt
dove,26考研英语一考试大纲-77-R-6-dove
down,26考研英语一考试大纲-77-R-7-down
downstairs,26考研英语一考试大纲-77-R-8-downstairs
